Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
18-DEC-2025,C2C,C2C Advanced Systems Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,BUY,97350,423.98,-
18-DEC-2025,DENTA,Denta Water N Infra Sol L,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,151593,342.37,-
18-DEC-2025,DHRUV,Dhruv Consultancy Ser Ltd,RIMPY MITTAL,BUY,180811,54.42,-
18-DEC-2025,EPACK,EPACK Durable Limited,MATHISYS ADVISORS LLP,BUY,508337,301.96,-
18-DEC-2025,EPACK,EPACK Durable Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,1107441,302.93,-
18-DEC-2025,EPACK,EPACK Durable Limited,HRTI PRIVATE LIMITED,BUY,975771,302.28,-
18-DEC-2025,EPACK,EPACK Durable Limited,QE SECURITIES LLP,BUY,687004,302.70,-
18-DEC-2025,EPACK,EPACK Durable Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,545350,303.19,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,QE SECURITIES LLP,BUY,1202702,125.45,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,ALGOQUANT FINTECH LIMITED,BUY,1310013,124.29,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,2909408,125.07,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,HRTI PRIVATE LIMITED,BUY,2697283,124.59,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,MATHISYS ADVISORS LLP,BUY,1121676,125.56,-
18-DEC-2025,ROTO,Roto Pumps Limited,DHARMIK VITHTHALBHAI KAPURIYA,BUY,1159513,75.85,-
18-DEC-2025,ROTO,Roto Pumps Limited,IRAGE BROKING SERVICES LLP,BUY,3624310,75.86,-
18-DEC-2025,ROTO,Roto Pumps Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,2464318,76.24,-
18-DEC-2025,ROTO,Roto Pumps Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,1305110,75.96,-
18-DEC-2025,ROTO,Roto Pumps Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,2360946,76.14,-
18-DEC-2025,ROTO,Roto Pumps Limited,PATRONUS TRADETECH LLP,BUY,1038118,75.45,-
18-DEC-2025,ROTO,Roto Pumps Limited,MUSIGMA SECURITIES,BUY,1625537,75.82,-
18-DEC-2025,ROTO,Roto Pumps Limited,PACE STOCK BROKING SERVICES PVT LTD,BUY,1269265,76.00,-
18-DEC-2025,ROTO,Roto Pumps Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,1709064,76.04,-
18-DEC-2025,ROTO,Roto Pumps Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,3059392,76.11,-
18-DEC-2025,ROTO,Roto Pumps Limited,QE SECURITIES LLP,BUY,1455492,75.99,-
18-DEC-2025,ROUTE,ROUTE MOBILE LIMITED,HRTI PRIVATE LIMITED,BUY,325930,740.86,-
18-DEC-2025,ROUTE,ROUTE MOBILE LIMITED,QE SECURITIES LLP,BUY,326165,745.91,-
18-DEC-2025,SBC,SBC Exports Limited,PRONTO SECURITIES PRIVATE LIMITED,BUY,2400706,28.38,-
18-DEC-2025,SGFIN,SG Finserve Limited,S GUPTA HOLDING PRIVATE LIMITED,BUY,300000,405.46,-
18-DEC-2025,SHAKTIPUMP,Shakti Pumps (I) Ltd,HRTI PRIVATE LIMITED,BUY,1173725,725.18,-
18-DEC-2025,SHAKTIPUMP,Shakti Pumps (I) Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,671017,726.83,-
18-DEC-2025,SHAKTIPUMP,Shakti Pumps (I) Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,996850,726.50,-
18-DEC-2025,SHRADHA,Shradha Infraprojects Ltd,RIAAN VENTURES PRIVATE LIMITED,BUY,1299976,39.24,-
18-DEC-2025,TFCILTD,Tourism Finance Corp,UNITY ASSOCIATES,BUY,2429000,64.68,-
18-DEC-2025,VIDYAWIRES,Vidya Wires Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,1191726,53.56,-
18-DEC-2025,VIDYAWIRES,Vidya Wires Limited,MATHISYS ADVISORS LLP,BUY,1549590,53.53,-
18-DEC-2025,VIDYAWIRES,Vidya Wires Limited,QE SECURITIES LLP,BUY,1145069,53.49,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,466864,198.16,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,406387,196.82,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,469285,196.58,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,MUSIGMA SECURITIES,BUY,705280,197.67,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,PACE STOCK BROKING SERVICES PVT LTD,BUY,707779,197.44,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,JAYENDRA BAPNA,BUY,349000,197.80,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,806893,197.30,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,TWO ROADS TRADING PRIVATE LIMITED,BUY,349034,197.17,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,2456403,196.68,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,IRAGE BROKING SERVICES LLP,BUY,522128,197.86,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,QE SECURITIES LLP,BUY,930317,196.11,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,HRTI PRIVATE LIMITED,BUY,1081268,195.58,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,584414,197.90,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,1099712,196.44,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,720840,196.87,-
18-DEC-2025,AURIGROW,Auri Grow India Limited,BHARGAVSINH NANDKISHORSINH CHAUHAN,SELL,15435680,0.90,-
18-DEC-2025,AURIGROW,Auri Grow India Limited,CHANDRESH KANUBHAI PARMAR,SELL,24881910,0.90,-
18-DEC-2025,AURIGROW,Auri Grow India Limited,TATAD NAYAN GAUTAMBHAI,SELL,18426717,0.90,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,QE SECURITIES LLP,SELL,166066,502.14,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,IRAGE BROKING SERVICES LLP,SELL,132961,503.10,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,SHARE INDIA SECURITIES LIMITED,SELL,265058,513.25,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,MUSIGMA SECURITIES,SELL,303667,504.25,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,QICAP MARKETS LLP,SELL,171873,498.58,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,GRT STRATEGIC VENTURES LLP,SELL,233862,505.83,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,PACE STOCK BROKING SERVICES PVT LTD,SELL,284874,501.35,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,176693,495.61,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,230845,506.13,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,157681,505.84,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,KISHAN KUMAR ANIL,SELL,147200,506.02,-
18-DEC-2025,AWHCL,Antony Waste Hdg Cell Ltd,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,170492,494.17,-
18-DEC-2025,BLISSGVS,Bliss GVS Pharma Ltd,MUSIGMA SECURITIES,SELL,560707,162.30,-
18-DEC-2025,BLISSGVS,Bliss GVS Pharma Ltd,ALGOQUANT FINTECH LIMITED,SELL,548540,160.85,-
18-DEC-2025,BLISSGVS,Bliss GVS Pharma Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,530848,162.13,-
18-DEC-2025,BLISSGVS,Bliss GVS Pharma Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,1110730,161.91,-
18-DEC-2025,BLISSGVS,Bliss GVS Pharma Ltd,HRTI PRIVATE LIMITED,SELL,1350816,160.89,-
18-DEC-2025,BLISSGVS,Bliss GVS Pharma Ltd,MATHISYS ADVISORS LLP,SELL,973018,161.64,-
18-DEC-2025,BLISSGVS,Bliss GVS Pharma Ltd,QE SECURITIES LLP,SELL,874085,161.28,-
18-DEC-2025,C2C,C2C Advanced Systems Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,SELL,97350,433.00,-
18-DEC-2025,DENTA,Denta Water N Infra Sol L,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,151045,342.91,-
18-DEC-2025,DHRUV,Dhruv Consultancy Ser Ltd,RIMPY MITTAL,SELL,180811,54.43,-
18-DEC-2025,EPACK,EPACK Durable Limited,MATHISYS ADVISORS LLP,SELL,510417,302.18,-
18-DEC-2025,EPACK,EPACK Durable Limited,QE SECURITIES LLP,SELL,676225,301.83,-
18-DEC-2025,EPACK,EPACK Durable Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,545350,303.25,-
18-DEC-2025,EPACK,EPACK Durable Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,1107442,303.08,-
18-DEC-2025,EPACK,EPACK Durable Limited,HRTI PRIVATE LIMITED,SELL,941911,302.90,-
18-DEC-2025,MPEL,Manas Polymer N Energie L,KABRA  PRIYA,SELL,54400,89.35,-
18-DEC-2025,OLAELEC,Ola Electric Mobility Ltd,BHAVISH AGGARWAL,SELL,28300000,31.90,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,2905842,125.06,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,HRTI PRIVATE LIMITED,SELL,2605246,124.75,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,MATHISYS ADVISORS LLP,SELL,1117256,124.22,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,QE SECURITIES LLP,SELL,1195390,124.86,-
18-DEC-2025,RICOAUTO,Rico Auto Industries Ltd,ALGOQUANT FINTECH LIMITED,SELL,1309262,123.86,-
18-DEC-2025,ROTO,Roto Pumps Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,2464318,76.34,-
18-DEC-2025,ROTO,Roto Pumps Limited,PATRONUS TRADETECH LLP,SELL,641909,75.67,-
18-DEC-2025,ROTO,Roto Pumps Limited,DHARMIK VITHTHALBHAI KAPURIYA,SELL,1111208,76.21,-
18-DEC-2025,ROTO,Roto Pumps Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,1305110,75.90,-
18-DEC-2025,ROTO,Roto Pumps Limited,MUSIGMA SECURITIES,SELL,1625537,75.89,-
18-DEC-2025,ROTO,Roto Pumps Limited,PACE STOCK BROKING SERVICES PVT LTD,SELL,1269265,76.11,-
18-DEC-2025,ROTO,Roto Pumps Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,3059392,76.15,-
18-DEC-2025,ROTO,Roto Pumps Limited,IRAGE BROKING SERVICES LLP,SELL,2658329,76.30,-
18-DEC-2025,ROTO,Roto Pumps Limited,QE SECURITIES LLP,SELL,1468913,76.17,-
18-DEC-2025,ROTO,Roto Pumps Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,1709064,76.10,-
18-DEC-2025,ROTO,Roto Pumps Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,2362133,76.19,-
18-DEC-2025,ROUTE,ROUTE MOBILE LIMITED,HRTI PRIVATE LIMITED,SELL,277821,741.72,-
18-DEC-2025,ROUTE,ROUTE MOBILE LIMITED,QE SECURITIES LLP,SELL,326533,744.90,-
18-DEC-2025,SHAKTIPUMP,Shakti Pumps (I) Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,995716,726.82,-
18-DEC-2025,SHAKTIPUMP,Shakti Pumps (I) Ltd,HRTI PRIVATE LIMITED,SELL,1220389,727.34,-
18-DEC-2025,SHAKTIPUMP,Shakti Pumps (I) Ltd,GRAVITON RESEARCH CAPITAL LLP,SELL,671017,727.28,-
18-DEC-2025,SHRADHA,Shradha Infraprojects Ltd,SGR HOLDINGS PRIVATE LIMITED,SELL,1296567,39.24,-
18-DEC-2025,TFCILTD,Tourism Finance Corp,UNITY ASSOCIATES,SELL,1110318,65.00,-
18-DEC-2025,TIJARIA,Tijaria Polypipes Ltd,PRADEEPTA KUMAR SETHY,SELL,300000,5.22,-
18-DEC-2025,VIDYAWIRES,Vidya Wires Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,1182998,53.62,-
18-DEC-2025,VIDYAWIRES,Vidya Wires Limited,MATHISYS ADVISORS LLP,SELL,1553942,53.56,-
18-DEC-2025,VIDYAWIRES,Vidya Wires Limited,QE SECURITIES LLP,SELL,1139510,53.46,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,IRAGE BROKING SERVICES LLP,SELL,417074,197.66,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,QE SECURITIES LLP,SELL,930550,195.67,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,HRTI PRIVATE LIMITED,SELL,1091766,195.90,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,2456403,196.81,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,TWO ROADS TRADING PRIVATE LIMITED,SELL,349034,197.22,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,806893,197.39,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,584414,198.03,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,PACE STOCK BROKING SERVICES PVT LTD,SELL,707779,197.53,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,MUSIGMA SECURITIES,SELL,705280,197.85,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,469285,196.85,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,395587,197.49,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,466864,198.80,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,720840,196.93,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,1100162,196.64,-
18-DEC-2025,WALCHANNAG,Walchandnagar Ind. Ltd,JAYENDRA BAPNA,SELL,346000,196.03,-
